Student_id;Unit_id;Semester;Note;BNF
6;143151;4013;NT;5
6;143133;4013;m.E.;E
6;143041;4013;belegt;E
6;143156;4013;1.3;5
6;143169;4013;2.3;5
6;143069;4013;belegt;E
6;143064;4014;2.3;5
6;143066;4014;NT;5
6;143010;4014;NT;5
6;143164;4014;1.3;5
6;143013;4014;1.3;5
6;143013;4014;NT;5
6;143140;4014;5;5
6;143140;4014;NT;5
6;143153;4014;NT;5
6;143169;4014;NT;5
6;143149;4014;NT;5
6;143151;4014;NT;5
6;143065;4014;m.E.;E
6;143067;4014;belegt;E
6;143041;4014;m.E.;E
6;143164;4014;m.E.;E
6;143044;4014;m.E.;E
6;143140;4014;belegt;E
6;143140;4014;o.E.;E
6;143149;4014;2.3;5
6;143069;4014;belegt;E
6;143066;4015;NT;5
6;143010;4015;NT;5
6;143140;4015;NT;5
6;143153;4015;NT;5
6;143169;4015;2.3;5
6;143149;4015;5;5
6;143151;4015;NT;5
6;143019;4015;NT;5
6;143158;4015;NT;5
6;143021;4015;NT;5
6;143067;4015;belegt;E
6;143041;4015;belegt;E
6;143140;4015;belegt;E
6;143069;4015;belegt;E
6;143050;4015;belegt;E
6;143051;4015;belegt;E
6;143066;4016;NT;5
6;143010;4016;1.7;5
6;143140;4016;1.7;5
6;143153;4016;2.3;5
6;143149;4016;3.3;5
6;143151;4016;1.3;5
6;143158;4016;1.3;5
6;143067;4016;belegt;E
6;143041;4016;m.E.;E
6;143140;4016;m.E.;E
6;143069;4016;m.E.;E
6;143051;4016;m.E.;E
6;143066;4017;3.3;5
6;143066;4017;NT;5
6;143019;4017;NT;5
6;143021;4017;NT;5
6;143165;4017;NT;5
6;143156;4017;4;5
6;143156;4017;NT;5
6;143163;4017;1.3;5
6;143067;4017;belegt;E
6;143067;4017;m.E.;E
6;143050;4017;belegt;E
6;143165;4017;belegt;E
6;143156;4017;2.3;5
6;143019;4018;1.7;5
6;143021;4018;NT;5
6;143021;4018;1.7;5
6;143165;4018;NT;5
6;143167;4018;1.3;5
6;143105;4018;belegt;E
6;143105;4018;m.E.;E
6;143163;4018;1.3;5
6;143050;4018;m.E.;E
6;143165;4018;belegt;E
6;143167;4018;m.E.;E
6;143106;4018;NT;5
6;143165;4019;2.3;5
6;143166;4019;NT;5
6;143105;4019;belegt;E
6;143168;4019;NT;5
6;143168;4019;1.7;5
6;143033;4019;1.3;5
6;143165;4019;m.E.;E
6;143166;4019;1.7;5
6;143061;4019;m.E.;E
6;143132;4020;3.3;5
6;143135;4020;3.3;5
6;143137;4020;2.3;5
6;143006;4020;2.3;5
6;143144;4020;3.3;5
6;143009;4020;2.3;5
6;143147;4020;2.3;5
6;143166;4020;2.3;5
6;143166;4020;NT;5
6;143135;4020;m.E.;E
6;143039;4020;m.E.;E
6;143040;4020;m.E.;E
6;143147;4020;m.E.;E
6;143063;4020;2.3;5
6;143063;4021;NT;5
7;143132;4027;NT;5
7;143133;4027;NT;5
7;143135;4027;NT;5
7;143137;4027;NT;5
7;143006;4027;5;5
7;143006;4027;NT;5
7;143133;4027;belegt;E
7;143133;4027;NT;E
7;143135;4027;NT;E
7;143064;4027;NT;5
7;143065;4027;belegt;E
7;143065;4027;NT;E
7;143132;4028;NT;5
7;143133;4028;NT;5
7;143135;4028;NT;5
7;143137;4028;NT;5
7;143006;4028;NT;5
7;143133;4028;NT;E
7;143135;4028;belegt;E
7;143135;4028;NT;E
7;143064;4028;NT;5
7;143065;4028;belegt;E
7;143065;4028;NT;E
8;143009;4032;1.3;5
8;143010;4032;3.3;5
8;143010;4032;NT;5
8;143013;4032;2.3;5
8;143019;4032;NT;5
8;143019;4032;1.7;5
8;143064;4032;1.3;5
8;143066;4032;1.3;5
8;143132;4032;2.3;5
8;143133;4032;2.3;5
8;143135;4032;1.3;5
8;143137;4032;3.3;5
8;143140;4032;4;5
8;143140;4032;NT;5
8;143144;4032;1.3;5
8;143147;4032;1.3;5
8;143149;4032;1.7;5
8;143151;4032;3.3;5
8;143151;4032;NT;5
8;143153;4032;1.7;5
8;143158;4032;3.3;5
8;143158;4032;NT;5
8;143164;4032;2.3;5
8;143168;4032;2.3;5
8;143168;4032;NT;5
8;143169;4032;1.7;5
8;143105;4033;1.3;5
8;143165;4033;NT;5
8;143166;4033;NT;5
8;143167;4033;NT;5
8;143179;4033;NT;5
8;143179;4033;1.7;5
8;143140;4034;2.3;5
8;143140;4034;NT;5
8;143156;4034;NT;5
8;143156;4034;1.7;5
8;143163;4034;1.3;5
8;143167;4034;NT;5
8;143172;4034;NT;5
8;143162;4035;m.E.;E
9;143064;4029;1.3;5
9;143064;4029;NT;5
9;143132;4029;1.3;5
9;143133;4029;1.3;5
9;143135;4029;1.3;5
9;143137;4029;1.3;5
9;143009;4030;NT;5
9;143009;4030;2.3;5
9;143010;4030;NT;5
9;143010;4030;1.3;5
9;143066;4030;NT;5
9;143066;4030;1.3;5
9;143140;4030;1.7;5
9;143144;4030;1.3;5
9;143164;4030;1.3;5
9;143013;4031;1.3;5
9;143013;4031;NT;5
9;143147;4031;1.3;5
9;143149;4031;1.3;5
9;143153;4031;1.3;5
9;143165;4031;1.3;5
9;143169;4031;1.3;5
9;143019;4032;1.3;5
9;143019;4032;NT;5
9;143105;4032;1.3;5
9;143151;4032;NT;5
9;143151;4032;1.7;5
9;143158;4032;1.3;5
9;143158;4032;NT;5
9;143166;4032;1.3;5
9;143156;4033;NT;5
9;143156;4033;1.3;5
9;143163;4033;1.3;5
9;143167;4033;NT;5
9;143168;4033;NT;5
9;143170;4033;NT;5
9;143162;4034;m.E.;E
10;143132;4030;NT;5
10;143133;4030;2.3;5
10;143135;4030;3.3;5
10;143135;4030;NT;5
10;143137;4030;NT;5
10;143006;4030;3.3;5
10;143006;4030;NT;5
10;143133;4030;m.E.;E
10;143135;4030;NT;E
10;143064;4030;NT;5
10;143065;4030;belegt;E
10;143065;4030;NT;E
10;143132;4031;3.3;5
10;143132;4031;NT;5
10;143137;4031;5;5
10;143137;4031;NT;5
10;143144;4031;3.3;5
10;143144;4031;NT;5
10;143164;4031;1.3;5
10;143039;4031;belegt;E
10;143039;4031;m.E.;E
10;143164;4031;m.E.;E
10;143064;4031;NT;5
10;143065;4031;belegt;E
10;143065;4031;NT;E
10;143137;4032;NT;5
10;143009;4032;NT;5
10;143140;4032;NT;5
10;143040;4032;belegt;E
10;143140;4032;belegt;E
10;143140;4032;o.E.;E
10;143064;4032;NT;5
10;143065;4032;belegt;E
13;143132;4032;NT;5
13;143133;4032;NT;5
13;143135;4032;NT;5
13;143137;4032;NT;5
13;143006;4032;NT;5
13;143133;4032;o.E.;E
13;143135;4032;belegt;E
13;143064;4032;NT;5
13;143065;4032;belegt;E
16;143132;4025;2.3;5
16;143132;4025;NT;5
16;143133;4025;2.3;5
16;143135;4025;NT;5
16;143135;4025;1.7;5
16;143137;4025;4;5
16;143137;4025;NT;5
16;143006;4025;1.3;5
16;143006;4025;NT;5
16;143133;4025;m.E.;E
16;143135;4025;m.E.;E
16;143064;4025;2.3;5
16;143064;4025;NT;5
16;143065;4025;belegt;E
16;143065;4025;m.E.;E
16;143144;4026;2.3;5
16;143144;4026;NT;5
16;143009;4026;3.3;5
16;143009;4026;NT;5
16;143010;4026;3.3;5
16;143010;4026;NT;5
16;143164;4026;2.3;5
16;143140;4026;2.3;5
16;143140;4026;NT;5
16;143039;4026;belegt;E
16;143039;4026;m.E.;E
16;143040;4026;belegt;E
16;143040;4026;m.E.;E
16;143041;4026;belegt;E
16;143041;4026;m.E.;E
16;143164;4026;m.E.;E
16;143140;4026;m.E.;E
16;143066;4026;3.3;5
16;143066;4026;NT;5
16;143067;4026;belegt;E
16;143067;4026;m.E.;E
16;143147;4027;NT;5
16;143013;4027;NT;5
16;143013;4027;1.3;5
16;143153;4027;2.3;5
16;143153;4027;NT;5
16;143169;4027;2.3;5
16;143169;4027;NT;5
16;143149;4027;2.3;5
16;143149;4027;NT;5
16;143147;4027;belegt;E
16;143147;4027;m.E.;E
16;143044;4027;belegt;E
16;143044;4027;m.E.;E
16;143165;4027;NT;5
16;143165;4027;2.3;5
16;143165;4027;belegt;E
16;143165;4027;m.E.;E
16;143153;4027;belegt;E
16;143153;4027;m.E.;E
16;143169;4027;m.E.;E
16;143169;4027;o.E.;E
16;143149;4027;m.E.;E
16;143147;4028;1.7;5
16;143019;4028;NT;5
16;143019;4028;1.3;5
16;143158;4028;NT;5
16;143158;4028;1.3;5
16;143147;4028;m.E.;E
16;143050;4028;belegt;E
16;143050;4028;m.E.;E
16;143051;4028;belegt;E
16;143051;4028;m.E.;E
16;143151;4028;3.3;5
16;143151;4028;NT;5
16;143069;4028;belegt;E
16;143069;4028;m.E.;E
16;143163;4028;belegt;E
16;143163;4028;m.E.;E
16;143163;4028;NT;5
16;143163;4028;1.7;5
16;143105;4028;2.3;5
16;143106;4028;m.E.;E
16;143156;4029;NT;5
16;143156;4029;1.7;5
16;143167;4029;NT;5
16;143167;4029;1.7;5
16;143167;4029;belegt;E
16;143167;4029;m.E.;E
16;143163;4029;belegt;E
16;143163;4029;m.E.;E
16;143163;4029;1.3;5
16;143163;4029;NT;5
16;143156;4029;belegt;E
16;143156;4029;m.E.;E
16;143101;4029;1.3;5
16;143102;4029;m.E.;E
16;143166;4030;2.3;5
16;143166;4030;NT;5
16;143168;4030;3.3;5
16;143168;4030;NT;5
16;143166;4030;belegt;E
16;143166;4030;m.E.;E
16;143063;4031;1.3;5
17;143132;4027;1.3;5
17;143132;4027;NT;5
17;143133;4027;1.3;5
17;143135;4027;1.3;5
17;143135;4027;NT;5
17;143137;4027;2.3;5
17;143137;4027;NT;5
17;143006;4027;NT;5
17;143006;4027;2.3;5
17;143133;4027;m.E.;E
17;143135;4027;belegt;E
17;143135;4027;m.E.;E
17;143064;4027;1.3;5
17;143064;4027;NT;5
17;143065;4027;belegt;E
17;143065;4027;m.E.;E
17;143144;4028;NT;5
17;143144;4028;1.7;5
17;143009;4028;NT;5
17;143009;4028;2.3;5
17;143010;4028;1.3;5
17;143010;4028;NT;5
17;143164;4028;1.7;5
17;143140;4028;NT;5
17;143140;4028;1.3;5
17;143039;4028;belegt;E
17;143039;4028;m.E.;E
17;143040;4028;belegt;E
17;143040;4028;m.E.;E
17;143041;4028;belegt;E
17;143041;4028;m.E.;E
17;143164;4028;m.E.;E
17;143140;4028;belegt;E
17;143140;4028;m.E.;E
17;143066;4028;NT;5
17;143066;4028;1.3;5
17;143067;4028;belegt;E
17;143067;4028;m.E.;E
17;143147;4029;NT;5
17;143147;4029;1.7;5
17;143013;4029;NT;5
17;143013;4029;1.7;5
17;143153;4029;NT;5
17;143153;4029;1.3;5
17;143169;4029;NT;5
17;143169;4029;1.3;5
17;143149;4029;NT;5
17;143149;4029;2.3;5
17;143147;4029;belegt;E
17;143147;4029;m.E.;E
17;143044;4029;belegt;E
17;143044;4029;m.E.;E
17;143165;4029;1.3;5
17;143165;4029;NT;5
17;143165;4029;belegt;E
17;143165;4029;m.E.;E
17;143153;4029;belegt;E
17;143153;4029;m.E.;E
17;143169;4029;belegt;E
17;143169;4029;m.E.;E
17;143149;4029;m.E.;E
17;143019;4030;NT;5
17;143019;4030;1.3;5
17;143158;4030;NT;5
17;143166;4030;1.3;5
17;143166;4030;NT;5
17;143050;4030;belegt;E
17;143050;4030;m.E.;E
17;143051;4030;belegt;E
17;143051;4030;m.E.;E
17;143151;4030;1.3;5
17;143069;4030;m.E.;E
17;143163;4030;belegt;E
17;143163;4030;m.E.;E
17;143163;4030;1.3;5
17;143163;4030;NT;5
17;143166;4030;belegt;E
17;143166;4030;m.E.;E
17;143105;4030;1.7;5
17;143106;4030;m.E.;E
18;143132;4023;2.3;5
18;143132;4023;NT;5
18;143133;4023;1.7;5
18;143135;4023;1.3;5
18;143135;4023;NT;5
18;143137;4023;1.3;5
18;143137;4023;NT;5
18;143006;4023;1.3;5
18;143006;4023;NT;5
18;143133;4023;m.E.;E
18;143135;4023;m.E.;E
18;143064;4023;1.3;5
18;143064;4023;NT;5
18;143065;4023;m.E.;E
18;143144;4024;1.3;5
18;143144;4024;NT;5
18;143009;4024;1.3;5
18;143009;4024;NT;5
18;143010;4024;NT;5
18;143010;4024;1.7;5
18;143164;4024;1.7;5
18;143140;4024;1.3;5
18;143140;4024;NT;5
18;143039;4024;m.E.;E
18;143040;4024;m.E.;E
18;143041;4024;belegt;E
18;143041;4024;m.E.;E
18;143164;4024;m.E.;E
18;143140;4024;m.E.;E
18;143066;4024;NT;5
18;143066;4024;2.3;5
18;143067;4024;belegt;E
18;143067;4024;m.E.;E
18;143147;4025;1.3;5
18;143147;4025;NT;5
18;143013;4025;1.3;5
18;143153;4025;NT;5
18;143153;4025;1.3;5
18;143169;4025;1.3;5
18;143169;4025;NT;5
18;143149;4025;NT;5
18;143149;4025;1.7;5
18;143147;4025;m.E.;E
18;143044;4025;m.E.;E
18;143165;4025;1.3;5
18;143165;4025;m.E.;E
18;143153;4025;belegt;E
18;143153;4025;m.E.;E
18;143169;4025;belegt;E
18;143169;4025;m.E.;E
18;143149;4025;belegt;E
18;143149;4025;m.E.;E
18;143019;4026;1.3;5
18;143019;4026;NT;5
18;143158;4026;1.3;5
18;143166;4026;1.3;5
18;143050;4026;belegt;E
18;143050;4026;m.E.;E
18;143051;4026;m.E.;E
18;143151;4026;NT;5
18;143151;4026;1.3;5
18;143069;4026;belegt;E
18;143069;4026;m.E.;E
18;143163;4026;m.E.;E
18;143163;4026;1.3;5
18;143166;4026;m.E.;E
18;143105;4026;1.3;5
18;143106;4026;m.E.;E
18;143156;4027;1.3;5
18;143156;4027;NT;5
18;143168;4027;1.3;5
18;143168;4027;NT;5
18;143167;4027;NT;5
18;143167;4027;1.3;5
18;143167;4027;belegt;E
18;143167;4027;m.E.;E
18;143163;4027;m.E.;E
18;143163;4027;1.3;5
18;143156;4027;belegt;E
18;143156;4027;m.E.;E
18;143101;4027;1.3;5
18;143101;4027;NT;5
18;143102;4027;belegt;E
18;143102;4027;m.E.;E
18;143063;4028;1.3;5
19;143064;4034;3.3;5
19;143064;4034;NT;5
19;143132;4034;3.3;5
19;143132;4034;NT;5
19;143133;4034;1.3;5
19;143135;4034;NT;5
19;143135;4034;1.7;5
19;143137;4034;2.3;5
19;143137;4034;NT;5
19;143009;4035;NT;5
19;143010;4035;NT;5
19;143066;4035;5;5
19;143066;4035;NT;5
19;143140;4035;NT;5
19;143144;4035;3.3;5
19;143144;4035;NT;5
19;143009;4036;NT;5
19;143010;4036;NT;5
19;143149;4036;3.3;5
19;143169;4036;1.3;5
21;143132;4027;NT;5
21;143132;4027;2.3;5
21;143133;4027;1.7;5
21;143135;4027;3.3;5
21;143135;4027;NT;5
21;143137;4027;2.3;5
21;143137;4027;5;5
21;143006;4027;NT;5
21;143006;4027;1.7;5
21;143168;4027;3.3;5
21;143133;4027;m.E.;E
21;143135;4027;belegt;E
21;143135;4027;m.E.;E
21;143064;4027;2.3;5
21;143065;4027;m.E.;E
21;143066;4027;2.3;5
21;143067;4027;m.E.;E
21;143144;4028;2.3;5
21;143144;4028;NT;5
21;143009;4028;2.3;5
21;143009;4028;NT;5
21;143010;4028;3.3;5
21;143010;4028;NT;5
21;143164;4028;1.3;5
21;143147;4028;NT;5
21;143140;4028;2.3;5
21;143140;4028;NT;5
21;143039;4028;belegt;E
21;143039;4028;m.E.;E
21;143040;4028;belegt;E
21;143040;4028;m.E.;E
21;143041;4028;belegt;E
21;143041;4028;m.E.;E
21;143164;4028;m.E.;E
21;143147;4028;PR;E
21;143140;4028;belegt;E
21;143140;4028;m.E.;E
21;143147;4029;NT;5
21;143147;4029;1.7;5
21;143013;4029;NT;5
21;143013;4029;2.3;5
21;143153;4029;NT;5
21;143169;4029;2.3;5
21;143169;4029;NT;5
21;143149;4029;3.3;5
21;143149;4029;NT;5
21;143147;4029;belegt;E
21;143147;4029;m.E.;E
21;143044;4029;belegt;E
21;143044;4029;m.E.;E
21;143165;4029;3.3;5
21;143165;4029;NT;5
21;143165;4029;belegt;E
21;143165;4029;m.E.;E
21;143153;4029;belegt;E
21;143153;4029;NT;E
21;143169;4029;belegt;E
21;143169;4029;m.E.;E
21;143149;4029;m.E.;E
21;143153;4030;NT;5
21;143153;4030;2.3;5
21;143019;4030;1.3;5
21;143019;4030;NT;5
21;143158;4030;NT;5
21;143166;4030;NT;5
21;143050;4030;belegt;E
21;143050;4030;m.E.;E
21;143051;4030;belegt;E
21;143051;4030;NT;E
21;143151;4030;3.3;5
21;143151;4030;NT;5
21;143069;4030;belegt;E
21;143069;4030;m.E.;E
21;143163;4030;m.E.;E
21;143163;4030;2.3;5
21;143166;4030;belegt;E
21;143166;4030;NT;E
21;143153;4030;belegt;E
21;143153;4030;m.E.;E
21;143105;4030;1.3;5
21;143106;4030;m.E.;E
21;143158;4031;1.3;5
21;143158;4031;NT;5
21;143156;4031;NT;5
21;143156;4031;1.3;5
21;143166;4031;NT;5
21;143166;4031;1.3;5
21;143051;4031;belegt;E
21;143051;4031;m.E.;E
21;143167;4031;1.3;5
21;143167;4031;NT;5
21;143167;4031;belegt;E
21;143167;4031;m.E.;E
21;143163;4031;m.E.;E
21;143163;4031;1.7;5
21;143166;4031;belegt;E
21;143166;4031;m.E.;E
21;143156;4031;belegt;E
21;143156;4031;m.E.;E
21;143101;4031;1.3;5
21;143102;4031;m.E.;E
21;143063;4032;1.3;5
22;143064;4031;4;5
22;143064;4031;NT;5
22;143132;4031;5;5
22;143132;4031;NT;5
22;143133;4031;2.3;5
22;143135;4031;3.3;5
22;143137;4031;2.3;5
22;143009;4032;3.3;5
22;143009;4032;NT;5
22;143010;4032;NT;5
22;143010;4032;2.3;5
22;143066;4032;NT;5
22;143066;4032;2.3;5
22;143132;4032;5;5
22;143140;4032;NT;5
22;143144;4032;3.3;5
22;143164;4032;2.3;5
22;143013;4033;5;5
22;143140;4033;5;5
22;143140;4033;3.3;5
22;143147;4033;NT;5
22;143149;4033;3.3;5
22;143153;4033;5;5
22;143153;4033;NT;5
22;143165;4033;NT;5
22;143169;4033;NT;5
22;143019;4034;NT;5
22;143151;4034;5;5
22;143151;4034;NT;5
22;143158;4034;NT;5
22;143158;4034;1.3;5
22;143168;4034;3.3;5
22;143168;4034;NT;5
22;143105;4035;1.3;5
22;143132;4035;2.3;5
22;143132;4035;NT;5
22;143147;4035;5;5
22;143147;4035;NT;5
22;143153;4035;NT;5
22;143170;4035;NT;5
22;143019;4036;NT;5
22;143151;4036;NT;5
22;143156;4036;NT;5
22;143169;4036;1.3;5
23;143064;4016;NT;5
23;143132;4016;NT;5
23;143133;4016;NT;5
23;143135;4016;NT;5
23;143137;4016;NT;5
23;143006;4016;5;5
23;143065;4016;belegt;E
23;143133;4016;o.E.;E
23;143135;4016;belegt;E
24;143064;4028;1.3;5
24;143064;4028;NT;5
24;143132;4028;2.3;5
24;143133;4028;2.3;5
24;143135;4028;2.3;5
24;143137;4028;2.3;5
24;143009;4029;3.3;5
24;143009;4029;NT;5
24;143010;4029;NT;5
24;143066;4029;2.3;5
24;143066;4029;NT;5
24;143140;4029;NT;5
24;143144;4029;3.3;5
24;143164;4029;1.3;5
24;143010;4030;NT;5
24;143013;4030;2.3;5
24;143140;4030;5;5
24;143147;4030;2.3;5
24;143149;4030;2.3;5
24;143153;4030;NT;5
24;143169;4030;2.3;5
24;143010;4031;5;5
24;143010;4031;NT;5
24;143019;4031;2.3;5
24;143019;4031;NT;5
24;143105;4031;1.3;5
24;143140;4031;3.3;5
24;143151;4031;NT;5
24;143153;4031;2.3;5
24;143153;4031;NT;5
24;143158;4031;1.7;5
24;143166;4031;NT;5
24;143151;4032;3.3;5
24;143151;4032;5;5
24;143156;4032;2.3;5
24;143156;4032;NT;5
24;143166;4032;3.3;5
24;143166;4032;5;5
24;143167;4032;1.7;5
24;143168;4032;4;5
24;143010;4033;2.3;5
24;143010;4033;NT;5
24;143099;4033;NT;5
24;143100;4033;belegt;E
24;143127;4033;2.3;5
24;143127;4033;NT;5
24;143128;4033;belegt;E
24;143128;4033;m.E.;E
24;143163;4033;2.3;5
24;143162;4034;m.E.;E
25;143064;4012;1.7;5
25;143132;4012;2.3;5
25;143132;4012;NT;5
25;143133;4012;2.3;5
25;143135;4012;2.3;5
25;143135;4012;NT;5
25;143137;4012;2.3;5
25;143006;4012;1.3;5
25;143065;4012;m.E.;E
25;143133;4012;m.E.;E
25;143135;4012;m.E.;E
25;143066;4013;NT;5
25;143144;4013;NT;5
25;143144;4013;1.7;5
25;143009;4013;1.3;5
25;143009;4013;NT;5
25;143010;4013;5;5
25;143010;4013;1.7;5
25;143164;4013;2.3;5
25;143147;4013;1.3;5
25;143067;4013;belegt;E
25;143039;4013;m.E.;E
25;143040;4013;m.E.;E
25;143041;4013;m.E.;E
25;143164;4013;m.E.;E
25;143147;4013;m.E.;E
25;143013;4014;1.3;5
25;143140;4014;NT;5
25;143140;4014;1.7;5
25;143153;4014;NT;5
25;143153;4014;2.3;5
25;143169;4014;NT;5
25;143149;4014;2.3;5
25;143149;4014;NT;5
25;143151;4014;1.3;5
25;143044;4014;m.E.;E
25;143140;4014;belegt;E
25;143140;4014;m.E.;E
25;143156;4014;NT;5
25;143156;4014;2.3;5
25;143069;4014;m.E.;E
25;143066;4015;3.3;5
25;143066;4015;NT;5
25;143019;4015;1.3;5
25;143158;4015;2.3;5
25;143021;4015;1.7;5
25;143165;4015;2.3;5
25;143156;4015;NT;5
25;143163;4015;1.3;5
25;143067;4015;belegt;E
25;143067;4015;m.E.;E
25;143050;4015;m.E.;E
25;143051;4015;m.E.;E
25;143165;4015;m.E.;E
25;143156;4015;5;5
25;143169;4016;2.3;5
25;143156;4016;1.3;5
25;143167;4016;2.3;5
25;143166;4016;1.3;5
25;143105;4016;m.E.;E
25;143163;4016;1.3;5
25;143169;4016;1.3;5
25;143167;4016;m.E.;E
25;143163;4016;m.E.;E
25;143106;4017;1.7;5
25;143063;4017;1.3;5
25;143168;4018;3.3;5
25;143033;4018;1.3;5
25;143061;4018;m.E.;E
26;143132;4026;3.3;5
26;143132;4026;NT;5
26;143133;4026;1.7;5
26;143135;4026;1.3;5
26;143135;4026;NT;5
26;143137;4026;5;5
26;143137;4026;NT;5
26;143006;4026;5;5
26;143006;4026;NT;5
26;143133;4026;m.E.;E
26;143135;4026;belegt;E
26;143135;4026;m.E.;E
26;143064;4026;1.3;5
26;143064;4026;NT;5
26;143065;4026;belegt;E
26;143065;4026;m.E.;E
